batiment_groupe_id;geom_groupe
bdnb-bg-7K5B-953M-DRQ6;MULTIPOLYGON (((981907.4 6316838.9,981915.0 6316833.2,981901.3 6316816.9,981891.0 6316824.9,981904.9 6316840.8,981907.4 6316838.9)),((981927.1 6316820.1,981925.1 6316820.1,981923.4 6316820.3,981921 6316821,981918.8 6316822.1,981917.8 6316822.7,981917 6316823,981916.0 6316823.8,981915.4 6316824.9,981915.1 6316826.2,981920.7 6316832.8,981929.1 6316825.1,981930.3 6316824.0,981927.1 6316820.1)),((981933.1 6316854.6,981917.1 6316844.6,981915.0 6316847.4,981931.3 6316857.2,981933.1 6316854.6)),((981933.8 6316796.1,981926.0 6316800.8,981925.5 6316803.2,981930.6 6316807.2,981938.9 6316802.2,981938.6 6316800.1,981936.4 6316797.1,981935.7 6316796.0,981933.8 6316796.1)),((981937.5 6316858.2,981938.1 6316857.8,981936.1 6316855.6,981934.3 6316856.4,981934.3 6316858.0,981931.7 6316860.1,981933.6 6316862.1,981934.8 6316861.5,981936.0 6316863.2,981938 6316861,981937.5 6316858.2)),((981945.5 6316870.4,981948.1 6316871.0,981948.6 6316871.2,981949.5 6316871.1,981950.9 6316870.4,981952.0 6316869.4,981952.5 6316868.4,981953.0 6316866.4,981953.0 6316865.1,981952.4 6316864.0,981949.4 6316862.8,981945.6 6316861.8,981944.4 6316862.3,981943.7 6316862.6,981943.2 6316863.1,981942.8 6316863.7,981942.6 6316864.4,981942.6 6316865.2,981942.6 6316866.0,981942.8 6316867.3,981943.3 6316868.4,981944.0 6316869.3,981945.5 6316870.4)),((981949.8 6316903.0,981951.3 6316905.9,981953.7 6316904.7,981956.9 6316908.8,981959.7 6316906.0,981956.9 6316901.9,981954.8 6316899.1,981954.1 6316899.3,981954.2 6316898.3,981953.8 6316897.4,981953.3 6316896.9,981952.6 6316896.6,981951.9 6316896.4,981951.1 6316896.5,981950.6 6316896.7,981950.0 6316897.6,981949.7 6316898.4,981949.6 6316899.1,981949.6 6316900.1,981948.0 6316900.2,981947.6 6316900.6,981947.4 6316901.3,981947.4 6316901.9,981947.6 6316902.7,981948.1 6316903.1,981949.2 6316903.1,981949.8 6316903.0)),((981951.8 6316843.5,981930.0 6316828.3,981928.2 6316831.0,981939.5 6316839.3,981939.1 6316840.1,981963.1 6316857.5,981965.5 6316854.7,981951.3 6316844.5,981951.8 6316843.5)),((981956.5 6316800.0,981966.6 6316795.7,981973.0 6316793.3,981970.6 6316787.6,981963.5 6316790.1,981954.2 6316794.5,981956.5 6316800.0)),((981961.1 6316888.0,981962.6 6316887.4,981966.3 6316893.0,981967.3 6316892.7,981969.4 6316895.7,981971.8 6316894.6,981965.0 6316885.2,981963.6 6316886.0,981959.1 6316879.6,981958.0 6316880.2,981953.8 6316874.6,981951.2 6316876.5,981955.5 6316882.3,981956.9 6316881.6,981961.1 6316888.0)),((981966.5 6316862.2,981970.1 6316858.8,981966.7 6316855.1,981963.0 6316858.3,981966.5 6316862.2)),((981964.5 6316833.9,981965.8 6316832.7,981966.8 6316831.2,981966.1 6316830.0,981964.9 6316828.8,981963.3 6316827.8,981959.9 6316830.9,981963.4 6316834.6,981964.5 6316833.9)),((981968.1 6316810.1,981968.4 6316808.9,981968.0 6316807.8,981967.1 6316807.1,981964.9 6316807.3,981964.4 6316807.7,981964.1 6316808.5,981964.2 6316809.4,981964.9 6316810.1,981965.7 6316810.7,981967.3 6316810.6,981968.1 6316810.1)),((981970.5 6316837.6,981967.2 6316834.3,981964.4 6316837.2,981967.8 6316840.5,981970.5 6316837.6)),((981975.1 6316813.6,981976.5 6316814.4,981978.1 6316815.0,981979.2 6316814.9,981981.0 6316814.5,981982.7 6316813.5,981983.9 6316812.5,981984.5 6316811.5,981984.7 6316810.1,981984.7 6316808.8,981984.6 6316807.0,981974.7 6316804.2,981974.1 6316804.7,981973.5 6316805.5,981972.9 6316806.6,981972.7 6316807.7,981972.5 6316808.8,981972.7 6316809.7,981972.9 6316810.9,981973.6 6316812.2,981974.4 6316813.0,981975.1 6316813.6)),((981975.6 6316907.2,981982 6316911,981984.0 6316907.6,981977.4 6316903.9,981975.6 6316907.2)),((981983.3 6316881.0,981984.2 6316882.0,981985.4 6316882.6,981986.8 6316882.9,981987.6 6316882.9,981988.1 6316883.8,981988.8 6316884.4,981989.8 6316884.6,981990.8 6316884.4,981991.6 6316883.8,981992.1 6316883.0,981992.2 6316882.8,981992.1 6316881.7,981991.7 6316880.7,981991 6316880,981990.3 6316879.6,981989.4 6316879.3,981988.7 6316878.6,981987.5 6316877.3,981986.3 6316876.8,981985.1 6316876.7,981984.3 6316875.4,981983.0 6316874.4,981981.6 6316873.8,981981.4 6316873.8,981980.4 6316873.9,981979.5 6316874.5,981979.0 6316875.3,981978.8 6316876.3,981979.1 6316877.3,981979.3 6316877.6,981980.3 6316878.7,981981.5 6316879.4,981982.7 6316879.7,981983.3 6316881.0)),((981986.3 6316855.2,982003.8 6316870.3,982004.5 6316869.4,982008.7 6316873.0,982011.7 6316869.6,982007.9 6316865.6,982008.8 6316864.2,981991.9 6316849.3,981986.3 6316855.2)),((981983.4 6316909.8,982003.4 6316927.4,982006.6 6316923.9,981986.4 6316906.3,981983.4 6316909.8)),((982012.0 6316893.4,982014.4 6316890.3,981992.7 6316873.5,981990.5 6316876.5,982012.0 6316893.4)),((981991.1 6316845.4,981987.6 6316841.7,981986.0 6316841.5,981984.6 6316841.9,981981.7 6316837.8,981976.0 6316841.2,981979.0 6316844.9,981977.8 6316845.8,981977.6 6316846.9,981977.7 6316848.7,981978.1 6316850.2,981981.7 6316856.0,981991.9 6316849.3,981993.1 6316848.6,981992.2 6316847.0,981991.1 6316845.4)),((981992.3 6316897.5,981996.1 6316901.0,981999.1 6316898.0,982008.9 6316906.7,982011.6 6316903.8,981996.2 6316889.6,981993.4 6316892.9,981995.0 6316894.3,981992.3 6316897.5)),((981995.3 6316832.3,981992.7 6316828.2,981992.1 6316828.5,981991.5 6316827.6,981990.4 6316829.0,981988.7 6316827.7,981987.2 6316830.6,981993.9 6316834.6,981995.3 6316832.3)),((981998.5 6316828.2,981999.6 6316827.9,982000.9 6316827.2,982001.6 6316826.1,982002.0 6316824.6,982001.9 6316823.4,982001.2 6316821.8,981999.9 6316820.6,981998.6 6316820.3,981997.1 6316820.0,981995.9 6316820.5,981995.0 6316821.3,981994.2 6316822.5,981993.9 6316823.7,981993.8 6316824.4,981994.0 6316825.8,981994.5 6316826.6,981995.6 6316827.5,981997.1 6316828.1,981998.5 6316828.2)),((981997.9 6316797.4,981998.3 6316796.5,981998.3 6316795.6,981997.9 6316794.5,981997.3 6316793.8,981996.4 6316793.4,981995.5 6316793.4,981994.7 6316793.9,981994.1 6316794.6,981994 6316795,981994.0 6316796.1,981994.4 6316797.1,981995.2 6316797.9,981996.2 6316798.3,981996.3 6316798.4,981997.2 6316798.1,981997.9 6316797.4)),((982004.3 6316850.1,982000.5 6316846.5,981997.3 6316849.7,982000.7 6316853.1,982004.3 6316850.1)),((982004.6 6316839.2,982008.6 6316838.3,982009.8 6316834.0,982006.6 6316831.0,982002.3 6316832.3,982001.5 6316836.3,982004.6 6316839.2)),((982007.4 6316812.0,982006.0 6316811.3,982004.4 6316811.9,982003.4 6316812.3,982002.6 6316813.3,982002.3 6316814.4,982002.5 6316815.7,982003.6 6316816.8,982005.3 6316817.2,982007.2 6316816.3,982008.1 6316815.0,982008.3 6316813.4,982007.4 6316812.0)),((982013.9 6316865.4,982015.9 6316863.8,982016.7 6316865.2,982017.7 6316866.2,982019 6316867,982019.9 6316867.3,982023.1 6316868.1,982023.7 6316867.2,982012.1 6316856.9,982009.0 6316860.1,982011.1 6316861.6,982010.3 6316862.6,982013.9 6316865.4)),((982014.0 6316825.7,982013.4 6316826.8,982013.1 6316828.0,982013.2 6316828.9,982015.7 6316831.6,982018.7 6316830.5,982020.0 6316827.3,982017.1 6316824.6,982014.9 6316824.9,982014.0 6316825.7)),((982021.9 6316913.9,982028.5 6316907.8,982022.6 6316901.1,982015.6 6316907.4,982021.9 6316913.9)),((982024.0 6316880.4,982016.2 6316872.8,982013.2 6316875.7,982020.9 6316883.1,982024.0 6316880.4)),((982017.4 6316847.4,982025.7 6316856.3,982029.5 6316852.7,982021.1 6316844.2,982017.4 6316847.4)),((982029.7 6316867.6,982030.7 6316868.1,982031.8 6316868.2,982032.6 6316868.1,982033.4 6316867.0,982033.1 6316866.3,982033.2 6316865.6,982033.7 6316865.1,982033.8 6316865.0,982032.8 6316863.9,982034.0 6316862.5,982032.7 6316861.3,982030.9 6316863.5,982029.7 6316863.6,982028.1 6316862.2,982027.2 6316863.3,982028.9 6316865.1,982028.3 6316866.3,982027.4 6316867.2,982027.2 6316867.4,982028.6 6316868.7,982029.7 6316867.6)),((982038.5 6316888.4,982037.7 6316884.5,982038.8 6316884.2,982037.7 6316881.0,982036.5 6316881.3,982033.8 6316872.6,982029.3 6316874.4,982031.9 6316883.2,982030.7 6316883.6,982032.1 6316888.6,982038.5 6316888.4)),((982032.8 6316896.9,982037.7 6316896.7,982042.8 6316896.7,982042.7 6316890.2,982040.4 6316893.2,982039.9 6316888.4,982029.1 6316888.7,982029.1 6316895.6,982032.9 6316895.6,982032.8 6316896.9)),((982035.5 6316849.3,982039.1 6316848.3,982040.5 6316848.0,982039.1 6316842.8,982037.5 6316843.0,982034.3 6316844.0,982035.5 6316849.3)),((982044.6 6316899.8,982032.5 6316899.6,982032.2 6316903.1,982044.7 6316903.1,982044.6 6316899.8)),((982060.8 6316908.3,982050.2 6316898.9,982047.9 6316901.7,982055.9 6316908.5,982060.8 6316908.3)),((982064.4 6316879.1,982060.6 6316873.4,982056.1 6316876.5,982060.8 6316882.6,982064.4 6316879.1)),((982061.9 6316854.2,982058.3 6316857.1,982065.5 6316866.4,982068.9 6316864.0,982061.9 6316854.2)),((982073.7 6316899.1,982074.9 6316900.0,982077.7 6316896.5,982061.2 6316883.8,982056.4 6316889.6,982071.9 6316901.5,982073.7 6316899.1)),((982112.7 6316886.2,982118.8 6316892.1,982119.5 6316891.4,982121.4 6316893.7,982124.8 6316890.2,982116.6 6316882.2,982112.7 6316886.2)),((982129.8 6316911.3,982107.3 6316898.3,982105.9 6316900.8,982102.8 6316899.1,982100.5 6316903.3,982119.7 6316914.0,982120.5 6316912.5,982127.1 6316916.2,982129.8 6316911.3)),((982141.4 6316905.8,982161.5 6316908.6,982162.2 6316904.0,982142.2 6316901.3,982141.4 6316905.8)),((982157.1 6316932.6,982158.2 6316929.6,982147.3 6316925.2,982146.1 6316928.5,982157.1 6316932.6)),((982189.2 6316923.8,982192.2 6316921.0,982183.2 6316911.4,982180.0 6316914.4,982189.2 6316923.8)),((982186.6 6316945.9,982187.5 6316951.5,982189.5 6316951.4,982190.1 6316954.5,982195.1 6316953.9,982194.6 6316950.2,982196.3 6316949.9,982195.7 6316945.5,982192.6 6316942.7,982190.3 6316942.1,982189.4 6316940.1,982186.5 6316937.8,982184.8 6316939.9,982187.4 6316942.0,982186.6 6316945.9)),((982210.0 6316935.2,982209.7 6316934.9,982202.9 6316941.9,982205.4 6316944.4,982207.2 6316946.3,982214.4 6316939.0,982212.4 6316937.5,982210.0 6316935.2)))
bdnb-bg-7YQZ-JNA4-54WJ;MULTIPOLYGON (((911185.4 6329034.7,911172.1 6329022.6,911194.3 6328998.4,911196.2 6328996.2,911209.5 6329008.4,911185.4 6329034.7)))
bdnb-bg-85ML-K4VM-5DVC;MULTIPOLYGON (((933382.1 6324235.4,933397.4 6324227.6,933396.0 6324225.2,933400.0 6324223.3,933398.0 6324218.9,933378.8 6324228.2,933382.1 6324235.4)))
bdnb-bg-8EWY-2QY8-SNMF;MULTIPOLYGON (((954231.9 6334973.4,954220.4 6334957.3,954215.0 6334960.8,954214.3 6334960.0,954204.4 6334966.4,954216.6 6334984.8,954220.8 6334991.0,954226.5 6334987.3,954221.9 6334981.1,954231.9 6334973.4)))
bdnb-bg-8JDD-11QF-R4NH;MULTIPOLYGON (((1003684.4 6325798.8,1003699.3 6325792.8,1003693.03587034 6325777.80057027,1003688.86357471 6325779.37469587,1003678.21587161 6325783.36912725,1003684.4 6325798.8)))
bdnb-bg-8KK9-7GSS-L27J;MULTIPOLYGON (((923888.2 6307619.2,923891.5 6307613.9,923894.4 6307615.9,923899.1 6307619.0,923898.1 6307620.1,923895.3 6307623.7,923892.3 6307621.7,923888.2 6307619.2)))
bdnb-bg-8N78-237G-2KBB;MULTIPOLYGON (((910721.7 6330170.3,910732.7 6330158.2,910732.7 6330155.9,910716.6 6330156.0,910717.2 6330168.5,910721.7 6330170.3)))
bdnb-bg-8RUB-DCLJ-HUW9;MULTIPOLYGON (((939794.503911889 6308721.76061702,939793.283744882 6308720.88721626,939786.507063531 6308730.23907026,939784.867239786 6308732.52348674,939783.997514941 6308737.14799284,939784.115286144 6308737.24311573,939785.517966292 6308737.91975762,939786.0 6308737.3,939792.0 6308740.1,939792.2 6308739.6,939800 6308744,939803.2 6308738.8,939806.6 6308729.5,939803.5 6308727.3,939799.7 6308733.3,939794.8 6308734.1,939788.4 6308730.4,939794.503911889 6308721.76061702)))
bdnb-bg-8UZ7-S87V-KHEM;MULTIPOLYGON (((941845.6 6335662.1,941860.0 6335666.3,941864.4 6335650.6,941850.2 6335646.6,941845.6 6335662.1)),((941862.6 6335682.8,941865.0 6335675.3,941862.1 6335674.4,941860.9 6335678.0,941854.9 6335676.2,941853.6 6335680.1,941862.6 6335682.8)))
bdnb-bg-8XQ9-22LG-1981;MULTIPOLYGON (((919131.6 6329146.5,919121.1 6329146.3,919121.1 6329146.5,919120.8 6329149.2,919120.0 6329157.8,919130.7 6329158.3,919131.1 6329153.6,919131.6 6329146.5)))
bdnb-bg-9J8P-SEL7-8J5Y;MULTIPOLYGON (((942298.5 6324101.6,942296.2 6324110.9,942298.8 6324111.4,942299.7 6324111.7,942304.8 6324094.8,942300.5 6324093.5,942298.5 6324101.6)))
bdnb-bg-9UR4-ZMWJ-D1HG;MULTIPOLYGON (((933379.3 6324262.9,933384.1 6324261.0,933381.1 6324253.9,933377.0 6324256.7,933379.3 6324262.9)))
bdnb-bg-9VS2-F6P1-8ATW;MULTIPOLYGON (((914438.6 6322809.4,914433.5 6322813.6,914436.4 6322817.3,914447.2 6322831.3,914450.0 6322835.1,914455.2 6322830.7,914452.3 6322827.0,914441.6 6322813.2,914438.6 6322809.4)))
bdnb-bg-A7YL-81T8-2EYR;MULTIPOLYGON (((967895.4 6367064.8,967890.4 6367056.0,967897.7 6367051.4,967898.9 6367053.3,967900.2 6367052.6,967898.9 6367050.5,967904.9 6367046.7,967903.4 6367044.4,967904.8 6367043.5,967904.4 6367042.9,967906.2 6367041.8,967905.4 6367040.4,967903.5 6367041.6,967903.2 6367041.1,967901.9 6367041.9,967899.9 6367038.9,967889.9 6367045.1,967890.5 6367046.0,967882.9 6367050.9,967883.1 6367051.4,967882.1 6367051.9,967887.6 6367061.6,967891.2 6367068.0,967895.8 6367065.4,967895.4 6367064.8)))
bdnb-bg-A9TN-GLQP-M6GP;MULTIPOLYGON (((959090.8 6310649.8,959087.5 6310655.3,959091.7 6310657.9,959098.1 6310648.2,959090.0 6310641.7,959086.6 6310646.6,959086.3 6310646.4,959086.0 6310646.8,959090.8 6310649.8)))
bdnb-bg-ATR4-LEEU-56TR;MULTIPOLYGON (((989759.1 6355775.5,989759.5 6355774.9,989762.6 6355776.9,989761.9 6355778.4,989772.3 6355789.3,989781.3 6355780.7,989763.1 6355761.5,989754.1 6355770.3,989759.1 6355775.5)))
bdnb-bg-BFRG-T3FY-LMB4;MULTIPOLYGON (((922026 6299197,922010.8 6299183.3,922002.4 6299191.5,922015.5 6299203.8,922014.1 6299205.6,922017.2 6299208.7,922019.2 6299206.6,922021.6 6299208.8,922018.0 6299213.9,922026.2 6299231.6,922036.7 6299225.5,922028.5 6299204.2,922028.2 6299203.2,922026 6299197)))
bdnb-bg-BSAM-NS69-ACAV;MULTIPOLYGON (((948457.699553977 6306958.1987824,948458.498226972 6306960.24455111,948461.9 6306959.0,948460.803172147 6306956.54519481,948457.699553977 6306958.1987824)),((948466.2 6306972.8,948463.1 6306974.2,948464.6 6306978.0,948468.4 6306987.8,948471.8 6306986.5,948466.2 6306972.8)),((948477.9 6307006.9,948475.7 6307004.3,948474.1 6307005.8,948482.7 6307016.5,948488.0 6307023.2,948512.8 6307049.7,948516.6 6307046.1,948508.1 6307036.5,948509.1 6307035.7,948488.0 6307011.8,948485.8 6307013.7,948480.7 6307007.5,948479.3 6307008.6,948477.9 6307006.9)),((948492.3 6306993.0,948501.5 6307004.3,948503.5 6307002.7,948494.2 6306991.5,948492.3 6306993.0)),((948504.6 6306966.7,948497.9 6306971.1,948498.7 6306972.1,948522.0 6307000.1,948513.9 6307008.7,948518.9 6307013.6,948519.2 6307013.3,948523.6 6307016.7,948529.7 6307020.2,948534.9 6307021.1,948534.9 6307015.4,948534.0 6307014.5,948537.5 6307011.2,948538.9 6307008.8,948544.1 6307005.4,948540.9 6307001.0,948533.0 6306992.2,948528.1 6306996.0,948505.3 6306967.6,948504.6 6306966.7)),((948531.0 6307030.3,948529.9 6307029.4,948522.5 6307037.7,948526.3 6307041.0,948527.7 6307042.4,948535.2 6307034.0,948531.0 6307030.3)))
bdnb-bg-CLZF-V74Q-AD5D;MULTIPOLYGON (((921472.7 6299615.0,921477.9 6299618.4,921476.1 6299620.8,921477.5 6299621.7,921477.1 6299622.4,921486.6 6299629.0,921490.4 6299631.5,921491.8 6299629.5,921497.0 6299621.6,921494.0 6299619.7,921496.3 6299616.4,921488.7 6299610.7,921489.0 6299610.2,921480.4 6299604.0,921477.1 6299608.8,921472.7 6299615.0)),((921480.472063062 6299604.05195244,921488.896921931 6299610.1256879,921489.837252788 6299608.70339593,921481.788016764 6299602.17370046,921480.472063062 6299604.05195244)))
bdnb-bg-D119-TLAL-AKVJ;MULTIPOLYGON (((929820.2 6314693.5,929831.1 6314695.8,929833.3 6314696.3,929834.7 6314689.7,929829.2 6314688.8,929830.4 6314682.6,929834.9 6314683.6,929837.7 6314669.6,929835.6 6314669.1,929825.3 6314666.7,929819.8 6314693.4,929820.2 6314693.5)))
bdnb-bg-D16S-JPG5-LT9Y;MULTIPOLYGON (((925961.5 6303742.9,925964.7 6303745.3,925969.5 6303738.9,925974.1 6303742.4,925983.5 6303729.9,925978.9 6303726.5,925971.1 6303720.5,925973.5 6303717.4,925972.5 6303716.6,925965.4 6303711.2,925962.9 6303714.4,925962.7 6303714.7,925962.6 6303714.9,925962.2 6303715.4,925962.0 6303715.8,925961.7 6303716.1,925961.6 6303716.3,925961.0 6303717.2,925960.9 6303717.4,925960.8 6303717.6,925960.7 6303717.8,925960.3 6303718.5,925960 6303719,925959.9 6303719.2,925959.7 6303719.4,925959.3 6303720.2,925959.1 6303720.5,925958.9 6303720.9,925958.8 6303721.1,925958.3 6303722.0,925958.1 6303722.6,925957.8 6303723.2,925957.6 6303723.6,925957.5 6303723.8,925957.4 6303724.0,925957.2 6303724.5,925957.1 6303724.8,925957.0 6303724.9,925956.8 6303725.5,925956.2 6303726.9,925956.1 6303727.1,925955.9 6303727.7,925955.7 6303728.3,925955.6 6303728.5,925955.4 6303729.1,925955.3 6303729.5,925955.1 6303730.3,925954.9 6303730.7,925954.8 6303731.4,925959.8 6303733.4,925960.7 6303733.8,925956.6 6303739.2,925957.3 6303739.6,925952.9 6303745.4,925957.2 6303748.6,925961.5 6303742.9)),((925996.2 6303715.4,926002.4 6303707.3,926007.9 6303700.0,926014.0 6303691.9,926000.5 6303681.6,925997.5 6303679.3,925991.3 6303687.5,925987.6 6303684.7,925982.1 6303691.9,925985.8 6303694.8,925979.7 6303702.9,925982.7 6303705.2,925996.2 6303715.4)))
bdnb-bg-D714-8GZM-ZJXP;MULTIPOLYGON (((959038.4 6338156.2,959049.4 6338163.3,959054.8 6338166.8,959041.5 6338188.4,959036.3 6338185.3,959024.6 6338178.4,959024.1 6338178.1,959027.3 6338172.9,959029.1 6338173.9,959035.9 6338162.4,959034.4 6338161.6,959037.9 6338155.9,959038.4 6338156.2)))
bdnb-bg-DRY9-A3SC-8QKL;MULTIPOLYGON (((910203.1 6327634.5,910184.0 6327649.1,910221.4 6327697.9,910240.4 6327683.0,910203.1 6327634.5)))
bdnb-bg-DZ1D-3H2K-KL54;MULTIPOLYGON (((933278.5 6316093.7,933278.5 6316096.7,933278.8 6316118.7,933289.1 6316118.5,933288.6 6316093.5,933278.5 6316093.7)))
bdnb-bg-EKWC-6K1F-SRBH;MULTIPOLYGON (((933423.0 6350697.2,933425.2 6350699.1,933428.1 6350695.5,933425.9 6350693.5,933423.0 6350697.2)),((933448.0 6350669.7,933452.2 6350673.7,933463.5 6350659.8,933459 6350656,933448.0 6350669.7)))
bdnb-bg-EN7L-9W48-PXAX;MULTIPOLYGON (((925134.8 6306602.1,925142.9 6306598.0,925147.5 6306608.0,925153.0 6306605.6,925142.0 6306581.8,925114.5 6306595.7,925120.9 6306608.8,925121.8 6306608.7,925123.6 6306613.0,925121.3 6306614.0,925124.9 6306621.1,925127.2 6306620.4,925134.5 6306635.1,925147.3 6306629.1,925145.0 6306624.2,925147.2 6306623.2,925145.6 6306619.5,925143.4 6306620.7,925134.8 6306602.1)))
bdnb-bg-F31L-L835-NX5D;MULTIPOLYGON (((925179.4 6307133.9,925208.3 6307125.7,925205.6 6307115.9,925176.6 6307124.0,925179.4 6307133.9)),((925216.5 6307159.3,925219.7 6307161.2,925229.3 6307153.8,925234.8 6307145.7,925235.9 6307146.5,925245.2 6307138.3,925235.3 6307127.0,925225.1 6307136.3,925210.6 6307126.3,925196.5 6307146.1,925191.1 6307142.5,925188.1 6307147.4,925189.7 6307148.6,925187.0 6307152.6,925190.5 6307155.6,925210.0 6307168.9,925216.5 6307159.3)))
bdnb-bg-FBKP-5CVQ-V9DE;MULTIPOLYGON (((933502.0 6316759.8,933498.2 6316769.3,933509.4 6316773.3,933528.9 6316780.9,933529.3 6316779.8,933532.4 6316771.4,933526.5 6316769.2,933518.2 6316765.9,933513.1 6316764.1,933502.0 6316759.8)))
bdnb-bg-G5H8-CGXC-NCKQ;MULTIPOLYGON (((981276.8 6325256.1,981279.1 6325255.1,981284.6 6325267.4,981294.1 6325263.1,981285.8 6325244.4,981284.0 6325245.2,981282.6 6325242.0,981274.7 6325245.6,981272.5 6325246.7,981275.4 6325253.1,981276.8 6325256.1)),((981279.4 6325234.8,981275.7 6325226.4,981278.5 6325225.1,981275.7 6325218.9,981265.3 6325223.6,981267.9 6325229.4,981266.9 6325229.9,981269.3 6325235.2,981265.8 6325236.7,981267.4 6325240.3,981267.6 6325240.2,981270.4 6325246.4,981284.9 6325240.0,981282.0 6325233.6,981279.4 6325234.8)),((981294.0 6325221.5,981300.5 6325236.0,981296.7 6325238.0,981305.1 6325255.9,981317.7 6325250.9,981309.7 6325232.1,981307.4 6325232.6,981300.9 6325218.3,981294.0 6325221.5)))
bdnb-bg-GEPH-88UH-2K9C;MULTIPOLYGON (((926195.3 6345094.0,926182.1 6345075.9,926186.6 6345072.5,926196.1 6345085.1,926198.3 6345088.0,926200.7 6345086.3,926201.8 6345087.6,926196.8 6345091.5,926197.5 6345092.3,926195.3 6345094.0)))
bdnb-bg-GNXM-3745-NXU1;MULTIPOLYGON (((942771.9 6331968.3,942776.5 6331966.5,942773.9 6331960.9,942773.0 6331958.9,942757.6 6331971.1,942763.0 6331977.5,942765.6 6331980.7,942770.4 6331979.2,942768.8 6331976.1,942771.5 6331974.5,942772.254104424 6331975.70656708,942774.288413216 6331974.78569971,942771.083799275 6331968.60883271,942771.9 6331968.3)))
bdnb-bg-HCUB-ZHAY-VNWV;MULTIPOLYGON (((975862.4 6333653.0,975864.6 6333654.1,975870.3 6333656.7,975874.4 6333648.5,975875.8 6333645.6,975877.1 6333643.0,975882.4 6333634.0,975878.9 6333632.5,975874.2 6333633.6,975872.6 6333636.6,975870.9 6333636.0,975869.5 6333638.9,975868.1 6333641.7,975866.6 6333644.7,975862.4 6333653.0)))
bdnb-bg-HCZ5-WHEF-4W6F;MULTIPOLYGON (((940113.7 6298724.0,940119.7 6298689.0,940101.2 6298685.9,940095.2 6298720.7,940113.7 6298724.0)))
bdnb-bg-HHQZ-LL59-QCJX;MULTIPOLYGON (((940597.2 6308950.9,940605.2 6308956.9,940610.9 6308949.5,940613.0 6308946.8,940604.9 6308941.1,940603.0 6308943.5,940597.2 6308950.9)))
bdnb-bg-HRSF-HE2T-ZFGT;MULTIPOLYGON (((937075.8 6331853.4,937060.2 6331869.7,937058.3 6331867.9,937053.6 6331863.3,937040.9 6331876.5,937076.9 6331911.2,937089.7 6331897.9,937089.8 6331897.8,937102.8 6331910.2,937107.1 6331914.4,937125.3 6331895.4,937121.0 6331891.2,937129.6 6331882.0,937103.7 6331857.1,937095 6331866,937094.6 6331865.6,937081.6 6331853.9,937079.1 6331856.5,937075.8 6331853.4)),((937107.7 6331935.0,937103.2 6331939.8,937122.6 6331956.3,937126.4 6331952.3,937107.7 6331935.0)),((937147.9 6331884.4,937145.4 6331882.1,937143.3 6331884.3,937145.7 6331886.6,937147.9 6331884.4)))
bdnb-bg-HS8D-U866-KUUS;MULTIPOLYGON (((956916.1 6335383.9,956900.5 6335387.0,956899.5 6335382.1,956895.4 6335382.9,956894.0 6335376.1,956895.1 6335375.9,956894.6 6335372.9,956897.7 6335372.3,956896.6 6335366.8,956912.0 6335363.7,956916.1 6335383.9)))
bdnb-bg-HUV4-RB7U-JP1M;MULTIPOLYGON (((937119.8 6331651.6,937112.7 6331646.8,937110.0 6331651.4,937116.9 6331656.0,937119.8 6331651.6)),((937113.9 6331666.2,937108.1 6331675.6,937108.8 6331676.1,937104.3 6331683.3,937112.4 6331688.3,937116.9 6331681.1,937119.4 6331682.7,937125.2 6331673.3,937113.9 6331666.2)))
bdnb-bg-JC7F-YQ1K-3RR8;MULTIPOLYGON (((951415.4 6312590.6,951425.2 6312587.7,951432.2 6312614.8,951418.0 6312618.4,951416.2 6312611.1,951419.9 6312610.1,951415.4 6312590.6)))
bdnb-bg-JK5H-HJP2-AR64;MULTIPOLYGON (((923373.1 6303428.5,923376.1 6303438.1,923380.7 6303436.7,923381.4 6303438.9,923400.7 6303432.8,923397.5 6303422.7,923380.9 6303428.0,923380.8 6303425.6,923377.8 6303427.0,923373.1 6303428.5)))
bdnb-bg-K641-UUQM-RXQX;MULTIPOLYGON (((958948.1 6337866.2,958936.9 6337879.0,958939.5 6337880.8,958942.2 6337882.6,958937.5 6337887.1,958938.5 6337888.3,958942.6 6337885.1,958953.5 6337871.6,958948.1 6337866.2)))
bdnb-bg-KDVW-G3FH-1TPJ;MULTIPOLYGON (((958818.5 6338348.1,958818.8 6338365.6,958822.7 6338365.5,958844.5 6338365.2,958844.3 6338348.9,958833.5 6338349.0,958833.5 6338348.4,958828.2 6338348.5,958828.2 6338348.0,958822.4 6338348.1,958818.5 6338348.1)))
bdnb-bg-KUZK-8ERY-BK7G;MULTIPOLYGON (((957163.6 6332903.9,957164.4 6332908.0,957168.142606922 6332907.70059145,957167.999853012 6332901.8737519,957163.6 6332903.9)))
bdnb-bg-KY7R-W4EM-8B71;MULTIPOLYGON (((956879.139766076 6334524.1278395,956886.64768191 6334536.57365755,956896.8 6334530.5,956906.1 6334524.8,956876.8 6334478.2,956858.5 6334489.6,956879.7 6334523.5,956879.012421555 6334523.9246808,956879.139766076 6334524.1278395)))
bdnb-bg-LGCB-UGFH-CFT9;MULTIPOLYGON (((948818.7 6306880.2,948829 6306880,948828.6 6306867.3,948817.7 6306865.4,948812.2 6306864.6,948810.7 6306864.3,948812.5 6306880.5,948818.7 6306880.2)))
